,product_id,name,actual_price,discount_price,ratings,brand,category,description,average_rating,image
529,530,Pasta & Pizza Sauce - No Onion & No Garlic,89.0,89.0,4.2,Veeba,Snacks & Branded Foods,Experience the full flavour of pasta-pizza sauce without any onion or garlic. It is made from 38% fresh tomatoes and herbs. Use it as a dressing or a dip sauce.,4.2,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
530,531,Soap Case - Glory,85.0,85.0,5.0,Reliance Plast,Beauty & Hygiene,"OurÂ Soap DishÂ is made of plastic infused with Microban which inhibits the growth of odor- and stain-causing bacteria  For Beauty tips, tricks & more visitÂ https://bigbasket.blog/",5.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
531,532,Peanut Butter - Chunky,299.0,299.0,4.1,American Garden ,Gourmet & World Food,nan,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
532,533,Skin Gel - Under Eye,189.0,189.0,3.0,Richfeel,Beauty & Hygiene,"Richfeel Under Eye Gel helps reduce fine lines. A soothing, revitalizing gel to counteract the effects of stress on the eyes. It is enriched with aromatic extracts of peach and plant extracts of badiaga.",0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
533,534,"Honey Comb Touch Non-Stick Flat Tawa - 260 mm, Black",799.0,429.0,3.7,Nirlon,"Kitchen, Garden & Pets","Nirlon Non-Stick Cookware with honeycomb structure is a premium product offering in the Flat Tawa category. This Flat Tawa is 5 layer cookware with Inner Surface Centre; Virgin Aluminum, Outer Compatible Aluminum. Its unique honeycomb design makes it metal spoon friendly and ensures prolonged non-stick performance compare to other non-stick cookware. It is more efficient than any aluminium cookware in terms of even-heat distribution, little or no hot spots and comes with 260 mm base thickness.",3.7,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
534,535,"Face Mask - Pro Tech 95, 6 layered, Medium, MK18003",299.0,249.0,3.6,T BASE,Beauty & Hygiene,"T-base mask 6 layered reusable cotton fabric mask, Nose wire across the top of the mask allows it to be contoured over the nose for a better fit and protection against germ spread, soft elastic earloops for extra comfort. Available in an assortment of exclusively print and colours, extremely breathable fabric, washable and reusable.",3.6,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
535,536,Hand Soap - Lavender & Chamomile,225.0,225.0,5.0,Skin Cottage ,Beauty & Hygiene,"Calm Restore Refresh Made in Malaysia. Content - 500ml. pH - 5.5. Designed to gently cleanse and leave skin feeling refreshed. Delicately scented with a refreshingly Lavender & Chamomile.  For Beauty tips, tricks & more visitÂ https://bigbasket.blog/",5.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
536,537,Oil - Gingelly,299.0,279.0,4.2,Idhayam,"Foodgrains, Oil & Masala","Idhayam Gingelly Oil guarantees you the best health by pushing your Blood Pressure down, lowering your Cholesterol and maintains your skin healthy. It's soft for heart that adds zest to the cuisine. Sesame oil offers good oral health too. Furthermore it shows its major significance in stuffs like marinades, sauces, vinaigrettes and dressings that suggests you good flavor along with good health.",4.2,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
537,538,Ragi - Whole,60.0,57.0,3.8,Organic Tattva,"Foodgrains, Oil & Masala","For 1 Cup Serving : Calories - 286 g,Fat - 2.0 g",0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
538,539,Signature Gold Dark Vanilla & Oud Wood Perfume,450.0,360.0,3.6,Axe,Beauty & Hygiene,"The World’s # 1 Male Deodorant Axe, presents ‘Axe Signature Gold’ Ultra Premium Perfumes. A range of fine fragrances that are packaged in beautiful and stylish matte glass bottles. Designed by the world’s leading perfumers, each Axe Signature Gold fragrance is specially crafted with some of the world’s most exotic and refined ingredients to bring out what’s unique in you. A suave and warm, woody fragrance that will play with your senses. One moment it’s tart mandarin, the next warm oud, then the sweet scent of vanilla before diving into a dark and smoky cloud of tobacco. This unique blend of fragrance notes will mesmerise you. Make every special occasion extra special with Axe Signature Gold Dark Vanilla and Oud Wood Perfume. Spray it on your pulse points, the heat generated by your pulse intensifies the fragrance and amplifies its projection. Add that extra twist to your style. With this perfume, you’ll make an impression that lingers on. Catch attention and arouse curiosity in the moments that count. Rich, mesmerising fragrances in a slick and elegant glass bottle, the Axe Signature Gold range of ultra-premium perfumes is also a perfect gift for your loved ones.Features:, Fine fragrance in a beautifully crafted matte glass bottle., Premium long lasting fragrance crafted with unique exotic ingredients., Key Ingredients: Dark Vanilla & Royal Oud Wood., Suave & warm woody fragrance., Safe on skin.",3.6,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
539,540,Chemba Puttu Podi,145.0,145.0,4.3,Double Horse,"Foodgrains, Oil & Masala","Red Rice or chemba Podi is a vegetarian promise and it will be a perfect treat to your taste buds. It contains iron, vitamin E, protein, antioxidants, and other essential nutrients. This steamed food has a rich taste and flavour. Relish the soft and tasty Red Rice for your breakfast.",0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
540,541,Water Wiper - Nano,149.0,149.0,2.2,Milton - Spotzero,Cleaning & Household,"The Milton Spotzero Steel handle wiper is safe on all surfaces. The base of the product is made from rubber, which makes it easier to push water along the floor. The handle has a loop for hanging. This product is made from high-grade material which ensures long lasting life.",2.2,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
541,542,Canadian Grade A Maple Syrup,535.0,481.5,3.8,Maple Joe,Gourmet & World Food,"A healthy way to satisfy your sweet tooth - Maple syrup makes for an excellent accompaniment for food. With its amber colour, its warm notes of caramel and vanilla, and its unique flavour, Maple Joe Maple Syrup should be used as an add-on to your delicious pancakes, wafers, oatmeal, and more. It offers a rich favour without the disadvantages of plain old sugar and is one reason why it is so popular and is growing to be a preferred natural sweetener. Great Source of Nutrients:-All things sweet need not necessarily be unhealthy. Maple Joe, additives free Maple syrup, contains four nutritious minerals, namely, calcium, potassium, magnesium, and manganese. These minerals work in tandem that benefits your body in many ways, starting from strengthening your bones, to regulating your blood sugar. Maple Joe's delicious caramelised flavour also makes it a super healthy alternative to sugar!",3.8,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
542,543,"Harippa Roasted Seeds - Pumpkin, Cheesy Onion",120.0,120.0,4.8,True Elements,Gourmet & World Food,"Inspired by natural foods consumed by our forefathers, True Elements provides a select range of Snacks and Supplements, that stand for what our forefathers believed in, but packed and modified for the current generation!

Harippa is the fusion of Harappa and Hadippa, symbolising one of the oldest civilizations on this planet, and a true emotion of ""Fun"". This is exactly what we have attempted in this new range of snacks - bringing together ingredients from the oldest civilization, but seasoned with modern taste - the perfect fusion of Ancient Bites and Modern Taste. 

This pack of Harippa Roasted Pumpkin Seeds laced with Mesopotamian-inspired seasonings of rich cheese and fresh onion. Taste once and get hooked forever.
Features:

100% natural product.
No added preservatives, artificial flavors or colorings.
Low-calorie, robust snack.
Excellent source of protein.
Contains heart-healthy fats and Vitamin E.
Provides plant based omega 3 fatty acids.",4.8,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
543,544,Premium - 3 Follow-Up Formula,595.0,595.0,4.5,Dexolac,Baby Care,"Dexolac Premium Stage 3 Follow Up Formula is a powdered milk substitute for babies after 12 months up to 24 months of age. It is specially designed for the baby’s overall growth & brain development. Dexolac Premium contains Neuronutrients like Omega 3 & 6 Fatty acids (precursors of DHA & ARA), Taurine, Choline, Iron & Iodine to help in overall brain development. Contains nutrients like Nucleotides, Selenium, Zinc, and Vitamins A, C, E that support immune function. Improves digestive health with easy to digest Whey proteins, Lactose, and Nucleotides to support the growth of useful bacteria. Formulated with Calcium, Phosphorus, Magnesium, and Vitamin D to help strengthen bones. Dexolac Premium contains optimal levels of Neuronutrients to facilitate the normal brain development of a baby.
Unboiled water, unsterilized bowl and spoon or incorrect dilution may endanger the infant’s health. Prepare only one feed at a time. Use prepared feed immediately (within half an hour), otherwise, microbial deterioration may set in. Discard unused feed. Infant milk substitute should be used only on the advice of a health worker as to the need for its use and the proper method of its use. Careful and hygienic preparation of infant milk substitute is most essential for health. Do not use more scoops than directed, since concentrated feed will not provide the water needed by your infant. Do not use fewer scoops than directed, since diluted feeds will not provide adequate nutrients needed by your infants.",4.5,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
544,545,Stevia Tablets Dispenser,120.0,120.0,4.0,So Sweet,Gourmet & World Food,"So Sweet Stevia Tablets are made of 100% natural Zero calorie sweetener and in the best and healthiest alternative to sugar and artificial sweeteners in daily life (Zindagi). No calories, no carbohydrates, and no artificial ingredients. The non-glycaemic response, no bitterness, no aftertaste. Verified NON-GMO Product. Zero glycaemic Index, safe for diabetics. Smooth taste, Sweet taste, Kosher Certified extract used. 100% natural extraction process of sweetener. Extraction is done, using only water.",0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
545,546,"Steel Spoon set - Ice cream, Monde",150.0,115.0,4.3,Anjali,"Kitchen, Garden & Pets","Anjali spoons simple yet elegant design adds class to the dining area and are a must for every home. They are made using stainless steel that enhance the durability of the utensils, and helps them retain their shine even after multiple wash cycles.",4.3,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
546,547,Imli Khajoor Chutney,90.0,90.0,4.4,Madhur,"Foodgrains, Oil & Masala",Imli Khajoor Chutney is a classic Indian chutney made with dates that lend sweetness to the chutney and tamarind that makes it tangy. This khatta-meetha Date and Tamarind Chutney Recipe is a must when making chaat. Keep in a cool & dry place. 100% vegetarian.,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
547,548,Water & Juice Glass - Long,1099.0,1099.0,5.0,Krosno - Europe,"Kitchen, Garden & Pets","Krosno glasses have been crafted by the finest artists and designs. These glasses combine unique design, exquisite workmanship and latest technological advancements, and are perfect to add to the sophistication and beauty of your home and bars. All of Krosno products are recognised at home and abroad for its quality, beauty, sophistication and crystal clarity.",5.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
548,549,Dry Dates/Kharjura/Chuara,699.0,699.0,4.0,Soulfit,"Foodgrains, Oil & Masala","Brown dates are loaded with compound carbohydrates and natural sugars like sucrose, glucose and fructose which makes it a great source of instant and long-lasting energy.",4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
549,550,Express Shine Sponge - Black,72.0,72.0,4.2,Kiwi,Cleaning & Household,Gives an instant shine to leather Extremely easy to handle and apply A unique polish indicator which shows the amount of polish left helps efficient and optimum use of the product.,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
550,551,"Storewell Airtight Plastic Container - Transparent, With Purple Lid",769.0,339.0,4.0,Laplast,"Kitchen, Garden & Pets",These plastic airtight storewell containers are ideal for household kitchen use. Our kitchen storewell containers are made of high-quality food-grade plastic and they are easy to store in modular kitchen. They are available in size of 1750ml each.,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
551,552,Olive Oil - Pomace,499.0,499.0,4.3,Basso,Gourmet & World Food,"Olive-Pomace oil is made from the residue left after producing virgin olive oil. Olive Pomace Oil is the main cooking grade oil. It is a light oil with neutral taste and flavor and is the most suitable oil for Indian cuisine. Olive pomace oil is obtained by treating the olive residue paste (after the fruit has been pressed) with solvents to extract the oil and then blending this product with extra virgin oil in order to enhance the product and its health benefits. Olive pomace oil is the least expensive olive oil. Why Olive Oil :- Olive oil is the world´s healthiest cooking oil with the highest levels of MUFA 82% (good fat) and one of the lowest levels of saturated fat 10% (bad fat). MUFA in olive oil lowers cardiac risk, 
and also reduces the risk of diabetes.Fried is in Oily is out.",4.3,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
552,553,Chai/100% Melamine Water/Juice Tumbler - Red,192.0,149.0,3.8,Iveo ,"Kitchen, Garden & Pets","This tumbler set is 100% food grade. Made from melamine, it is hygienic and odourless. It has a glazed finish. These glasses can be used for multiple purposes. It looks elegant and stylish at the same time.",0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
553,554,100% Green Tea,149.0,141.55,3.8,Sprig Tea,Beverages,"Energise & jumpstart your metabolism with green tea.
Scores of studies have indicated that green tea leaves can promote a healthy metabolism. This is vital to keep your energy levels up and cope with the stress of a typical workday. Our uplifting, 100% pure green tea supplies an abundance of anti-oxidants. These in turn, eliminate damaging free radicals in the body and help essential metabolic pathways perform optimally. Energise is an excellent tonic for a tired body and mind. Tea is crafted from tender green tea leaves with nothing else added. Hit refresh with a piping hot cup of Tea or enjoy it in a tall glass with ice and a twist of lime.",3.8,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
554,555,Papad - Special Punjabi Masala,90.0,90.0,3.2,Atish ,Snacks & Branded Foods,"Urad Dal Flour, Salt, Water, Hings, Calcium Bi-Carbonate (Papad Khar), Edible Oil, Black Pepper etc.",3.2,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
555,556,"Anti Viral & Anti Pollution N95 Face Mask - Tesu, Large, Assorted",1195.0,1195.0,3.0,Airific,Beauty & Hygiene,"Airific Anti-Viral & Anti-Pollution Masks are advanced technology masks that keep out >95% of particulate matter, contaminants and >99% of bacteria. It is suitable for all and is available in various sizes. It's also a fashionable mask. Premium, reusable anti-viral and particle filtering mask Viral Filtration Efficiency(VFE) – > 99% Certified N95 and FFP2 respirator Comfortable with extremely low breathing resistance Leading-edge nanotechnology filter. Uses: It protects from harmful dust, pollution and bacteria to enter the body.Disclaimer - We have suspended returns on Face Mask products for the safety of our customers and delivery agents. We will update the policy once the situation has resolved. Thank you for your support and understanding.",0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
556,557,Cookies - Cashew,40.0,36.0,4.1,Unibic,Snacks & Branded Foods,"Baked with Real Butter, Contains added artificial flavour ( Vanllin) Contains Gluten, Milk, Soy and Nut Store in a cool, dry place and away from direct sunlight. Once opened, store in an air tight container Please dispose of this package thoughtfully",4.1,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
557,558,"Plastic Bucket With Handle - Off Ivory, New Nova, 15400",307.0,307.0,4.4,Ratan,Cleaning & Household,"These buckets come in a varied range and are strong yet lightweight. These buckets can be used for indoor needs like bathroom bucket, home cleaning bucket, water storage as well as outdoor purposes like gardening, cleaning etc. It comes with a range of capacities and colour options.",4.4,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
558,559,Millet Idly & Dosa Batter,100.0,100.0,3.9,Batter Box,Snacks & Branded Foods,"This batter makes fluffy idlis, crisp dosas, soft uthappams and crispy paniyaram equally well. There is no difference in colour, taste and texture of millet batter compared to regular batter. They are gluten-free, rich in fibre, magnesium, proteins, minerals and hence can be helpful in maintaining weight, blood pressure, controls diabetics and also promotes heart health. Strictly we do not use any undesirable ingredients like stabilizers, preservatives and soda.",0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
559,560,Plastic Clip Mop - 350,349.0,249.0,3.5,Gebi ,Cleaning & Household,"Gebi presents their innovative range of household cleaning products that are made with premium quality material that ensures durability and strength making them last for a longer time. They can be used for all cleaning purposes and on all surfaces such as, bathrooms, kitchens, sofa, living room, etc. making them convenient and handy for your daily household cleaning.",3.5,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
560,561,"Spring Roll Sheets - 6""x6""",110.0,100.0,4.0,Switz,Snacks & Branded Foods,"Switz is the only focused manufacturer of authentic, wheat batter-based, all-purpose spring roll pastry in India. Switz Spring Roll Sheets have high elasticity and strength. Big or small, fried or baked (at 180-degree Celsius or till its golden brown), sweet or savoury, what you will make at home will always be crispy. Just let your imagination go wild on the fillings, and make food magic.Switz Spring Roll Sheets Filling Suggestions: Chicken, mix veg, macaroni and cheese, noodle spring roll, baby corn lollipop Other recipes: Banana fritters, chocolate cigars, money bags, fried wontons, fish roll, tarts, cheese-filled bites. It is suitable for both fresh and frozen preparation.",0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
561,562,Fiesta Serving Bowl With Serving Spoon - Assorted Colour,564.0,349.0,4.0,Nakoda,"Kitchen, Garden & Pets","This serving bowls and spoons are made of high-quality food-grade BPA free virgin plastic that is strong and durable. These serving bowls are suitable for dining table, serving dishes to the guest, family dinner, party, etc.This double moulded designer serving bowl sets gives a very elegant look to your dining table and will leave a very good impression on your guests. Package contains one 800 ml bowl, one 1600 ml bowl, one 2200 ml bowl, 3 lids and 2 serving spoons. This can be safely used in fridge, freezer, dishwasher and microwave for reheating. Comes in a beautiful box pack, this is ideal for gifting to your friends and relatives for housewarming ceremonies.",0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
562,563,Small Jars Set With Printed Lids,130.0,109.0,4.2,Yera,"Kitchen, Garden & Pets","Yera is the pioneer in India’s glass Industry since 1958 and traditionally known for making high quality glassware products at the best prices. We are a 100% Made in India Brand. Yera is a trusted name that has reached almost every household of India. These classy jars from Yera available in 3 different sizes are sure to change the way your Kitchen looks. These BPA-free, Non-Toxic jars ensure the safety of you and your family and make food consumption a safer experience.These jars available in different sizes gives you the option of storing a dynamic range of food items like snacks, jars, pickles, etc, and are extremely easy to wash and clean.The sturdy tin lids are unbreakable and don’t let your food go stale and ensures zero leakage or spillage.",4.2,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
563,564,Masala - Paneer,42.0,37.8,4.3,Tata Sampann,"Foodgrains, Oil & Masala","Made of select varieties of Naturally Rich ingredients and with the formulation of Chef Sanjeev Kapoor, Tata Sampann masalas add mouthwatering taste to your food.",4.3,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
564,565,Singhara Atta - Gluten Free,140.0,140.0,3.7,Graminway,Gourmet & World Food,"Graminway Singhara Atta is flour made from water chestnut seeds. It is widely used in fasting in the Northern part of India. It is gluten-free with a glycemic index of 60. Singhara Atte ki Poori and Halwa is consumed when fasting, especially during Navratra. Singhara has antioxidant property. Singhara atta is high in fibre. At Graminway, they believe that everyone deserves to live a full and healthy life. The intake of their food supplements will provide a good foundation for a healthy lifestyle. They are committed to providing the highest quality products at affordable price. They are a company with a purpose beyond profit and want to make a lasting difference in the world. Graminway aims to provide clean, natural, and healthy products without compromising on the flavours and taste. They produce them in small batches, which helps maintain freshness and preserve the ingredient texture. By not stockpiling, each product is as fresh as possible when it reaches your doorstep.",3.7,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
565,566,"Plastic Dustbin/Garbage Bin - Green With Black, Polka Dots, Bon Bon, 12081P-M-B",320.0,199.0,2.9,Ratan,Cleaning & Household,These pedal bins are beautiful that goes well with the indoor aesthetics. These are very durable and sturdy and are easy to use and easy to clean. The dustbin has a foot pedal mechanism that permits you to open the dustbin easily with one foot.,2.9,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
566,567,"Steel Storage/Lunch Container - No.14, Blue, Klip It",328.0,219.0,3.8,Joyo Steel,"Kitchen, Garden & Pets","Joyo Klip It Stainless steel container comes with easy locking. These containers are made from high quality non-magnetic stainless steel body. Joyo Klip It container has odourless lid cover with food-grade silicone seal (gasket) in lid & has all 4 sides locks which ensure airtight containers for keeping food fresh, 100% leak-proof containers for keeping food from spilling, stackable design for easily storing the containers on top of each other and the pioneering clip mechanism. Take this container to the office, school, camping or hiking.",3.8,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
567,568,Pink/Rosa Beauty Bathing Bar,215.0,193.5,4.3,Dove,Beauty & Hygiene,"We think that skin cleansing should be an act of beauty for your skin that leaves it feeling soft and cared for. And Dove Pink Rosa Beauty Bar has a delicate blush of colour that adds a touch of feminine sophistication to your bathroom. It is combined with our ¼ moisturising cream to create a beauty bar that helps nourish your skin during cleansing. Dove Beauty Bars are specially formulated to deliver skin nourishment, helping your skin to keep its natural moisture during cleansing. Pink Rosa Beauty Bar contains our ultra-mild cleansers, which don’t strip skin of moisture as a regular soap bar can. It’s mild enough to be used on your face, body and hands – the perfect addition to your daily skin cleansing routine. Dove is the No.1 Brand recommended by dermatologists in India. For best results, lather up your Dove Beauty Bar and massage the smooth, creamy lather over your face and body before rinsing thoroughly. For soft, smooth hands, you can also enjoy regular hand-washing throughout the day with your Dove bar. Soap may dry out your hands, but the classic moisturising formula of Dove bars will leave skin softer, smoother and more glowing. Buy Now!",4.3,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
568,569,Sesame Oil - Cold Pressed,195.0,195.0,4.8,Health 1st,Gourmet & World Food,"Sesame Oil is high in nutritional value - a rich source of Omega6 and Vitamin E. Due to its hearty, nutty flavour and its high levels of mono- and polyunsaturated fats, sesame oil has become one of the most popular oils for cooking.",0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
569,570,Purifying Neem Facial Wipes,200.0,150.0,4.3,Himalaya,Beauty & Hygiene,"Himalaya's Purifying Neem Facial Wipes are soft and non-alcoholic with a gentle formulation that mildly cleanses the skin to keep it clean and healthy. Himalaya's Purifying Neem Facial Wipes are soft and non-alcoholic with a gentle formulation that mildly cleanses the skin to keep it clean and healthy. Enriched with the power of Neem and Turmeric that are known for antibacterial properties, the wipes freshen skin and also help conveniently remove make-up.",4.3,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
570,571,International Italian Mushroom Soup,65.0,58.5,4.2,Knorr,Snacks & Branded Foods,"Craving for some restaurant-like soup at home? Try Knorr’s range of authentic appetising, international soups that are easy to make, and delicious to taste. The Knorr Italian Mushroom soup contains handpicked mushrooms and high-the best quality spices. Its perfect blend of authentic appetising flavours gives it a rich aroma and a , delicious, taste, and restaurant-like consistency taste. Made with 100% real vegetables and with no added preservatives, the Knorr range of international soups are ready to savour in 3 simple steps, and can be served to 4 people. Now make your home the centre for parties and dinners with Knorr’s wide range of 11 ready-to-cook soups and 7 cup-a-soup variants. With Knorr as your cooking partner, you can serve your loved ones flavourful meals at home. Our love for carefully selected ingredients, flavours and spices, pushes us to make recipes that will be enjoyed by your family, friends, relatives and guests, and the people that matter to you the most. Fun fact about soup: Soup isn’t always served hot. In warmer climates like Spain, cold soup alternatives, like tomato-based gazpacho, are popular.",4.2,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
571,572,"Plates - Marine Fish, Medium",1272.0,929.0,4.0,Pasabahce,"Kitchen, Garden & Pets","Add fun to your party with these fish plates. They can be used to put snacks, dry fruits, biscuits or anything else. The neat finish of the product gives it the elegance and beauty that you would want in your kitchen.",0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
572,573,Baby Wipes - Gentle,44.0,44.0,4.3,Himalaya Baby,Baby Care,"Cleanses, Moisturizes and keeps the delicate baby skin soft. An effective combination of herbs that moisturizes and keeps your baby's delicate skin soft, Aloe Vera ensure moisture balance to keep your baby's skin soft and supple. Indian Lotus keeps the skin dry and smooth, Your baby needs gentle care and Protection.Himalaya Herbal Healthcare range of baby product are specially to ensure the health of your baby's delicate and sensitive skin. Clinically tested for mildness, these product maintain the fragile and complete well-being of your baby's skin.",4.3,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
573,574,Face Scrub De Tan With Walnut Granules,350.0,226.0,2.0,USTRAA,Beauty & Hygiene,"Exfoliate your tanned skin back to its natural fairness and health with this De-tan face scrub. Stress, unhealthy lifestyle affect your facial skin health leading to pimples, whiteheads, blackheads, uneven colour tone, & dryness. The Ustraa Face Scrub helps repair your skin from all these and much. With bigger walnut granules, it works more efficiently on the face of the men as they have thicker skin. This product is completely paraben and sulphate free.",0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
